Name,Account,Photo Date,Likes,Step 1,Social Cause,Caption,Step 2,Hashtags,User Tags,Athlete Appear
"Allen, Rebecca",bec.allen9 ,May 10th,2619,2,N,"A season that I will always remember....playing throughout a pandemic, winning Eurocup, competing in both queens cup and Spanish league grand finals and living in one of the most beautfiul cities in the world for such a great organization. How lucky am I. Reflecting on this season and it’s highs and lows, I couldn’t be more proud of what we have achieved. This truly is a special team, a team that always Believed and a team that has such exciting things to come! __ Thankyou_@[REDACTED]_and the fans for making me feel apart of your home! ",2,,,Appears
"Allen, Rebecca",bec.allen9 ,May 10th,2619,1,N,"A season that I will always remember....playing throughout a pandemic, winning Eurocup, competing in both queens cup and Spanish league grand finals and living in one of the most beautfiul cities in the world for such a great organization. How lucky am I. Reflecting on this season and it’s highs and lows, I couldn’t be more proud of what we have achieved. This truly is a special team, a team that always Believed and a team that has such exciting things to come! __ Thankyou_@[REDACTED]_and the fans for making me feel apart of your home! ",4,,,Appears
"Allen, Rebecca",bec.allen9 ,May 10th,2619,2,N,"A season that I will always remember....playing throughout a pandemic, winning Eurocup, competing in both queens cup and Spanish league grand finals and living in one of the most beautfiul cities in the world for such a great organization. How lucky am I. Reflecting on this season and it’s highs and lows, I couldn’t be more proud of what we have achieved. This truly is a special team, a team that always Believed and a team that has such exciting things to come! __ Thankyou_@[REDACTED]_and the fans for making me feel apart of your home! ",2,,,Appears
"Allen, Rebecca",bec.allen9,7/28/20,1121,1,Y,Challenge accepted __ here’s to_#WOMENSUPPORTINGWOMEN_we are stronger together. Thankyou for the nomination_@mo.nique21___So much love for you __ ,5,,,Appears
"Allen, Rebecca",bec.allen9,8/1/20,1935,2,N,"Looks like I basically broke my finger to get this pic. __ 
 
Thankyou_@youtube_tutorials for teaching me how to spin a ball on my finger ______",3,,,Appears
"Allen, Rebecca",bec.allen9,8/11/20,1770,1,,"My greatest concern at this point is that I’m going to come out of this lockdown a complete introvert who doesn’t know how to communicate with people anymore __ 
#Stage4_#Victoriatheplacetobe",2,,,Appears
"Allen, Rebecca",bec.allen9,8/16/20,1024,1,N,Just sitting here in my square pondering what exciting things I’ll do next week.....lol just kidding I’ll be in my 5km radius ____,4,,,Appears
"Allen, Rebecca",bec.allen10,10/4/20,1138,2,N, Should have dunked it....______,1,,,Appears
"Alleyne, Jillian",trinnyjillydoeee ,"May 15th, 2021",796,2,N,"that it took to get here makes this moment incredibly special | Blessed to be apart of the 25th season of the WNBA | Season Opener today! 10:00am PST/ 1:00pm EST on ABC7 , Tune in! #GodIsGreat ",2,,,Appears
"Alleyne, Jillian",trinnyjillydoeee ,"May 15th, 2021",796,2,N,"that it took to get here makes this moment incredibly special | Blessed to be apart of the 25th season of the WNBA | Season Opener today! 10:00am PST/ 1:00pm EST on ABC7 , Tune in! #GodIsGreat ",2,,,Appears
"Alleyne, Jillian",trinnyjillydoeee ,"May 15th, 2021",796,2,N,"that it took to get here makes this moment incredibly special | Blessed to be apart of the 25th season of the WNBA | Season Opener today! 10:00am PST/ 1:00pm EST on ABC7 , Tune in! #GodIsGreat ",2,,,Appears
"Alleyne, Jillian",trinnyjillydoeee ,8/10/20,683,2,N,"Through God basketball continues to take me to amazing places, Forever grateful! It’s Up!! God is good ____ Next stop ____ 
#Year3andahalf_#blametherona_#Itsgoingtobecold_#NeedAPuffyJacket
Page Break",2,,,Appears
"Alleyne, Jillian",trinnyjillydoeee ,9/9/20,188,1,N,"Thank you to everyone for the birthday wishes. Y’all outdid yourselves! I am overwhelmed with love and gratitude. 
 
What I’m most proud of is, that I have found and continuing to find people who pour into me and push me in all the best ways. It is in that space that we can be our truest self and grow into all we are called to be __ 
 
#ThankYouGodForMoreLife
Page Break",4,,,Appears
"Anigwe, Kristine",,,,,,,,,,NA
"Atkins, Ariel",iamarielatkins,7/28/20,393,6,Y,"#sayhername 
On June 18th 2017, Charleena Lyles, a pregnant mother of four, was killed by the police in her home, in Seattle, WA. Three of Charleena’s children were home when the shooting occurred. SHE had called the Seattle Police Department to report a burglary. The police officers knew that Charleena suffered from mental health issues and knew that she was a survivor of domestic violence and yet they did nothing to de-escalate the situation when they claimed Charleena brandished a knife. Charleena was a petite woman and her family has argued that the officers should have been able to subdue her with less than deadly force._#charleenalyles_#sayhername_#gameday ",,,,Does not appear
"Atkins, Ariel",iamarielatkins,7/30/20,658,6,Y,"#sayhername_Atatiana Jefferson and her eight-year-old nephew were playing video games in her Fort Worth home in the early morning of October 11th. A twenty-eight-year-old pre-med graduate, Jefferson went to the window of her bedroom to investigate noises coming from outside the house. Her decision — made in what should have been the security of her own home—would be her last. Outside her window was a man, wearing blue, empowered to take her life on the grounds that he felt threatened by a shadow in the window. 
 
Minutes earlier, her neighbor James Smith had noticed that the front door of Jefferson’s house was open. On an otherwise placid Saturday night, Smith was concerned about the safety of the Jefferson household so he decided to call the non-emergency line of his local police station to request a wellness check: “[There was no] domestic violence, no arguing, nothing that they should have been concerned about as far as them coming with guns drawn to my neighbor’s house,” said Smith. 
 
The Fort Worth police that arrived on-scene concealed their presence and entered Jefferson’s property without warning, as if they were investigating a crime-in-progress. 
 
The officer shouted, “Put your hands up! Show me your hands!” Almost immediately, he fired a single shot into Jefferson’s window. The video cuts. Minutes later, Atatiana Jefferson was pronounced dead. We will not forget. 
 
#sayhername_#atatianajefferson_#gameday_#happybirthdaytome ",,,,Does not appear
"Atkins, Ariel",iamarielatkins,7/30/20,658,6,N,"#sayhername_Atatiana Jefferson and her eight-year-old nephew were playing video games in her Fort Worth home in the early morning of October 11th. A twenty-eight-year-old pre-med graduate, Jefferson went to the window of her bedroom to investigate noises coming from outside the house. Her decision — made in what should have been the security of her own home—would be her last. Outside her window was a man, wearing blue, empowered to take her life on the grounds that he felt threatened by a shadow in the window. 
 
Minutes earlier, her neighbor James Smith had noticed that the front door of Jefferson’s house was open. On an otherwise placid Saturday night, Smith was concerned about the safety of the Jefferson household so he decided to call the non-emergency line of his local police station to request a wellness check: “[There was no] domestic violence, no arguing, nothing that they should have been concerned about as far as them coming with guns drawn to my neighbor’s house,” said Smith. 
 
The Fort Worth police that arrived on-scene concealed their presence and entered Jefferson’s property without warning, as if they were investigating a crime-in-progress. 
 
The officer shouted, “Put your hands up! Show me your hands!” Almost immediately, he fired a single shot into Jefferson’s window. The video cuts. Minutes later, Atatiana Jefferson was pronounced dead. We will not forget. 
 
#sayhername_#atatianajefferson_#gameday_#happybirthdaytome ",,,,Does not appear
"Atkins, Ariel",iamarielatkins,7/30/20,658,1,Y,"#sayhername_Atatiana Jefferson and her eight-year-old nephew were playing video games in her Fort Worth home in the early morning of October 11th. A twenty-eight-year-old pre-med graduate, Jefferson went to the window of her bedroom to investigate noises coming from outside the house. Her decision — made in what should have been the security of her own home—would be her last. Outside her window was a man, wearing blue, empowered to take her life on the grounds that he felt threatened by a shadow in the window. 
 
Minutes earlier, her neighbor James Smith had noticed that the front door of Jefferson’s house was open. On an otherwise placid Saturday night, Smith was concerned about the safety of the Jefferson household so he decided to call the non-emergency line of his local police station to request a wellness check: “[There was no] domestic violence, no arguing, nothing that they should have been concerned about as far as them coming with guns drawn to my neighbor’s house,” said Smith. 
 
The Fort Worth police that arrived on-scene concealed their presence and entered Jefferson’s property without warning, as if they were investigating a crime-in-progress. 
 
The officer shouted, “Put your hands up! Show me your hands!” Almost immediately, he fired a single shot into Jefferson’s window. The video cuts. Minutes later, Atatiana Jefferson was pronounced dead. We will not forget. 
 
#sayhername_#atatianajefferson_#gameday_#happybirthdaytome ",4,,,Appears
"Atkins, Ariel",iamarielatkins,8/1/20,274,6,Y,"#sayhername_#michellecusseaux_On August 14, 2014, police were called to the apartment that Michelle Cusseaux was renting, after she ALLEGEDLY threatened to kill mental health workers. When confronted by officers Cusseaux REPORTEDLY grabbed a hammer and raised it above her head. Sergeant Dupra then opened fire, KILLING Cusseaux. A disciplinary",,,,Does not appear
"Atkins, Ariel",iamarielatkins,8/1/20,274,6,N,"#sayhername_#michellecusseaux_On August 14, 2014, police were called to the apartment that Michelle Cusseaux was renting, after she ALLEGEDLY threatened to kill mental health workers. When confronted by officers Cusseaux REPORTEDLY grabbed a hammer and raised it above her head. Sergeant Dupra then opened fire, KILLING Cusseaux. A disciplinary",,,,Does not appear
"Atkins, Ariel",iamarielatkins,8/11/20,270,6,Y,"#sayhername 
On February 12, 2013, police were called to Kayla’s Shattuck Avenue apartment by a friend who was concerned about her mental health. Police arrived and immediately attempted to place her under arrest. Kayla was an African American, transgender woman living with schizophrenia. When officers wrestled her face down onto a futon on the floor, they should have known that this could impair her breathing. Up to six cops, using their full weight continued to restrain the panicked woman and even called for a “spit hood” to be placed on her head. Ultimately, they didn’t get a chance use it. They thought she had calmed down; in fact, she had stopped breathing._#kaylamoore_#transblacklivesmattertoo_#sayhername_#gameday",,,,Does not appear
"Atkins, Ariel",iamarielatkins,8/11/20,270,6,N,"#sayhername 
On February 12, 2013, police were called to Kayla’s Shattuck Avenue apartment by a friend who was concerned about her mental health. Police arrived and immediately attempted to place her under arrest. Kayla was an African American, transgender woman living with schizophrenia. When officers wrestled her face down onto a futon on the floor, they should have known that this could impair her breathing. Up to six cops, using their full weight continued to restrain the panicked woman and even called for a “spit hood” to be placed on her head. Ultimately, they didn’t get a chance use it. They thought she had calmed down; in fact, she had stopped breathing._#kaylamoore_#transblacklivesmattertoo_#sayhername_#gameday",,,,Does not appear
"Atkins, Ariel",iamarielatkins,8/12/20,133,6,Y,Link in bio for more info.,,,,Does not appear
"Atkins, Ariel",iamarielatkins,8/12/20,530,6,Y,Systematic racism does not exist outside of lazy people’s minds. It’s a made up term by lazy incompetent individuals jealous at anyone who has any success outside of their own. The definition of CRABS IN A BUCKET ____________,,,,Does not appear
"Atkins, Ariel",iamarielatkins,8/14/20,219,6,Y,"#sayhername_On March 28, 2015, Meagan Hockaday was killed in her own home by Oxnard police officer Roger Garcia. He was called on a domestic violence call and shot her within the first 20 seconds he was there. He claims to have felt threatened so he shot her with intent to kill. Her daughters witnessed the murdering of their mother. This was also not the first shooting incident Garcia was involved in yet he is a free man and still patrolling the",,,,Does not appear
"Atkins, Ariel",iamarielatkins,8/14/20,480,6,Y,"Six years ago today, _#MichelleCusseaux_ was killed by police in her own home. She is one of many who fell victim to the intersectional vulnerability of struggling with mental health while Black and female. I wear this shirt in their honor. Follow_@aapolicyforum_to learn more._@thewnbpa",,,,Does not appear
"Atkins, Ariel",iamarielatkins,8/15/20,273,6,Y,"#sayhername_On December 26, 2015, Bettie Jones was trying to assist her upstairs neighbor with a domestic dispute that involved his son. He called police around 4 a.m. and asked Jones to open the door when they arrived. When Cook County police arrived at the home, Officer Robert Rialmo claims that the son charged at him with a bat causing him to open fire, killing Jones, who only went to open the door, and the son. NO charges have been filed.__#bettiejones_#sayhername_#gameday",,,,Does not appear
"Atkins, Ariel",iamarielatkins,8/15/20,273,6,Y,"#sayhername_On December 26, 2015, Bettie Jones was trying to assist her upstairs neighbor with a domestic dispute that involved his son. He called police around 4 a.m. and asked Jones to open the door when they arrived. When Cook County police arrived at the home, Officer Robert Rialmo claims that the son charged at him with a bat causing him to open fire, killing Jones, who only went to open the door, and the son. NO charges have been filed.__#bettiejones_#sayhername_#gameday",,,,Does not appear
"Atkins, Ariel",iamarielatkins,8/15/20,273,6,N,"#sayhername_On December 26, 2015, Bettie Jones was trying to assist her upstairs neighbor with a domestic dispute that involved his son. He called police around 4 a.m. and asked Jones to open the door when they arrived. When Cook County police arrived at the home, Officer Robert Rialmo claims that the son charged at him with a bat causing him to open fire, killing Jones, who only went to open the door, and the son. NO charges have been filed.__#bettiejones_#sayhername_#gameday",,,,Does not appear
"Atkins, Ariel",iamarielatkins,9/10/20,236,6,Y,"#sayhername_On February 21, 2016 California police officers shot and killed 31-year-old Kisha Michael and her friend Marquintan Sandlin, 32, after initially finding them unconscious and sitting in a stopped car on Manchester Boulevard. Michael was shot 13 times and pronounced dead at the scene, while Sandlin, the driver, was shot eight times and pronounced dead a short time later at a nearby hospital. An autopsy recovered projectiles from at least two and as many as three different types of firearms–a shotgun, handgun and possibly a rifle–from Michael’s body. Grimes says witnesses reported that police fired as many as 100 shots at the pair in the car.",,,,Does not appear
"Atkins, Ariel",iamarielatkins,9/10/20,236,6,N,"#sayhername_On February 21, 2016 California police officers shot and killed 31-year-old Kisha Michael and her friend Marquintan Sandlin, 32, after initially finding them unconscious and sitting in a stopped car on Manchester Boulevard. Michael was shot 13 times and pronounced dead at the scene, while Sandlin, the driver, was shot eight times and pronounced dead a short time later at a nearby hospital. An autopsy recovered projectiles from at least two and as many as three different types of firearms–a shotgun, handgun and possibly a rifle–from Michael’s body. Grimes says witnesses reported that police fired as many as 100 shots at the pair in the car.",,,,Does not appear
"Atkins, Ariel",iamarielatkins,9/12/20,193,6,Y,"#sayhername_On May 16, 2003, 57 year old Alberta Spruill was getting ready for work when New York police officers performed a “no knock” raid at her home. Officers broke down her door and launched a concussion grenade into her home. After handcuffing Spruill, officers realized that they were in the wrong place and had been misinformed about guns and drugs being in the apartment. Less than two hours later, Spruill passed away from a heart attack. No charges were ever filed._#albertaspruill_#sayhername_#gameday",,,,Does not appear
"Atkins, Ariel",iamarielatkins,9/12/20,193,6,N,"#sayhername_On May 16, 2003, 57 year old Alberta Spruill was getting ready for work when New York police officers performed a “no knock” raid at her home. Officers broke down her door and launched a concussion grenade into her home. After handcuffing Spruill, officers realized that they were in the wrong place and had been misinformed about guns and drugs being in the apartment. Less than two hours later, Spruill passed away from a heart attack. No charges were ever filed._#albertaspruill_#sayhername_#gameday",,,,Does not appear
"Atkins, Ariel",iamarielatkins,9/13/20,237,6,Y,"Charge them ALL.Charge them ALL.Charge them ALL. 
#SAYHERNAME",,,,Does not appear
"Atkins, Ariel",iamarielatkins ,"January 1st, 2021",557,1,Y,"1/01/2021 still black. still a woman. still have air in my lungs. still trusting Elohim with everything in me. Happy New Year people. ------- the year of __________. __ (TALK TO ME, FILL IN THE BLANK) ",4,,,Appears
"Atkins, Ariel",iamarielatkins ,"April 15th, 2021",457,6,N,"Happy_@wnba_DRAFT DAY! __. Sold out jersey ? THATS LOVE. My mom couldn't even order one __ (I'll get her one, eventually) Thank yal so much for showing up and showing out on the pre-order !_#wnba_#blessedandgrateful",,,,Does not appear
"Atkins, Ariel",iamarielatkins ,"May 7th, 2021",377,1,N,"There's nothing new under the sun, there's nothing new to THE Son. - Dante b. ",4,,,Appears
"Atkins, Ariel",iamarielatkins ,"May 14th, 2021",1150,2,N,"The WNBA IS BACK! 10/10 I'm choosing US, every single time._@wnba_@washmystics_#thehometeam_#wnba25thseason",2,,,Appears
"Augustus, Seimone",moneymone33,7/31/20,2998,2,N,"@swiesebaby24: Did you think the lion was sleeping because she didn’t roar? 
 
But when she does __ 
 
The lion has the loudest roar of all the big cats. It can be heard from as far as 5 miles away. Lions use their roar as one form of communication. It identifies individuals, strengthens the pride’s bond, and lets other animals know of the pride’s domain.",1,,,Appears
"Augustus, Seimone",moneymone33,8/2/20,3998,2,Y,Matter. You Matter. We Matter.,3,,,Appears
"Augustus, Seimone",moneymone33,8/13/20,3879,2,N,"O Heavenly Father I come to you humbly asking that this shoot-around be short and sweet. 
 
__:_@zofeeagenota",1,,,Appears
"Augustus, Seimone",moneymone33,8/16/20,3664,2,N,"@la_sparks_teammates: MONE, WHAT IS THAT? 
 
Me: Sh*t@d, LOOKS LIKE AN OFF DAY TO ME!!!! 
 
ENJOY LADIES!!! 
__:_@zofeeagenota",1,,,Appears
"Augustus, Seimone",moneymone33,9/9/20,864,5,N,"S/O to Lettering Artist_@tinlunstudio_for creating this social justice themed sneaker. ___ “Wubble Essentials” 
 
__:_@zofeeagenota",,,,Does not appear
"Augustus, Seimone",moneymone33,10/3/20,681,6,Y,The Time Is Now. Get registered at  vote.nike.com_#YouCantStopOurVoice ,,,,Does not appear
"Banham, Rachel",rachelbanham1,9/29/20,2801,2,N,Season 5 in the bubz is a wrap and I am unbelievably grateful for all the memories and the chance to ball with my sistas! Thank you everyone for the love and support from afar! And thank you to my entire team and staff for all the hard work and laughs! Can’t wait for next season!!! _______#Bellyflops_#Varsity_#Glenn_#ClubLynx_#BabyJ_#Nubz_#HuggedByAGoat,2,,,Appears
"Billings, Monique",monique.billings ,12/29/21,3537,1,N,It ain’t felt this good in a long time ,4,,,Appears
"Billings, Monique",monique.billings ,3/24/21,4924,2,N,Can’t have one without the other. ,2,,,Appears
"Billings, Monique",monique.billings ,4/14/21,5406,2,N, Tropical Fruit pre-workout is my go-to before any hard training session __,2,,,Appears
"Billings, Monique",monique.billings ,4/15/21,5406,2,N,Tropical Fruit pre-workout is my go-to before any hard training session __,2,,,Appears
"Billings, Monique",monique.billings ,5/14/21,6239,2,N,Golden year _XXV  Year 4 starts tonight with my @atlantadream fam . God is so good____,2,,,Appears
"Billings, Monique",monique.billings ,5/15/21,6239,2,N,Golden year _XXV  Year 4 starts tonight with my @atlantadream fam . God is so good____,2,,,Appears
"Billings, Monique",monique.billings ,5/16/21,6239,2,N,Golden year _XXV  Year 4 starts tonight with my @atlantadream fam . God is so good____,2,,,Appears
"Billings, Monique",monique.billings,7/27/20,5743,2,N,"If you bet against us, you better get your money back___#onamission",1,,,Appears
"Billings, Monique",monique.billings,7/27/20,5743,2,N,"If you bet against us, you better get your money back___#onamission",1,,,Appears
"Billings, Monique",monique.billings,7/27/20,5743,2,N,"If you bet against us, you better get your money back___#onamission",1,,,Appears
"Billings, Monique",monique.billings,9/29/20,2783,1,N,Glamp goddess energy________,4,,,Appears
"Billings, Monique",monique.billings,9/29/20,2783,1,N,Glamp goddess energy________,4,,,Appears
"Billings, Monique",monique.billings,9/29/20,2783,1,N,Glamp goddess energy________,4,,,Appears
"Billings, Monique",monique.billings,9/29/20,2783,1,N,Glamp goddess energy________,4,,,Appears
